ID,pipeline_label,pipeline_score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,overall_roberta_score,roberta_label,productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin
53,NEGATIVE,0.999459445476532,0.0,0.943,0.057,0.1779,0.58306134,0.37254927,0.04438941,0.58306134,Negative,B09G9BL5CP,India,15-09-2024,True,3,Mobile phone getting overheated,The new I phone 13 purchased by me is developing overheating while using & charging. May be duplicate product being supplied online. My request to Amazon is to change the phone,https://www.amazon.in/gp/customer-reviews/RNVE91HBLUMR7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 15 September 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
55,NEGATIVE,0.999025821685791,0.293,0.707,0.0,-0.4404,0.9560432,0.040871788,0.003085046,0.9560432,Negative,B09G9BL5CP,India,07-08-2024,True,3,USB cable was defective,"USB cable was defective, it was not charging",https://www.amazon.in/gp/customer-reviews/R1L2NUHIN5K7AJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 7 August 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
56,POSITIVE,0.9998161196708679,0.0,0.0,1.0,0.4404,0.060793478,0.32942784,0.60977864,0.60977864,Positive,B09G9BL5CP,India,10-08-2024,True,5,Good,Good,https://www.amazon.in/gp/customer-reviews/RDMZC4ELTKV5E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 10 August 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
57,NEGATIVE,0.980853259563446,0.072,0.719,0.209,0.6187,0.22218557,0.37805852,0.3997559,0.3997559,Positive,B09G9BL5CP,India,11-05-2024,True,5,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.,https://www.amazon.in/gp/customer-reviews/R35M0V9SLFQR0L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 11 May 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
58,POSITIVE,0.9998637437820435,0.0,0.213,0.787,0.5719,0.016168779,0.24935824,0.73447293,0.73447293,Positive,B09G9BL5CP,India,07-06-2024,True,5,Quality product,Excellent features,https://www.amazon.in/gp/customer-reviews/RMTGIIJ0Q7TF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 7 June 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
59,POSITIVE,0.9876918196678162,0.039,0.849,0.112,0.9322,0.035516236,0.14429194,0.82019186,0.82019186,Positive,B09G9BL5CP,India,21-09-2023,True,5,Really powerful and impressed,"When talking about phone, Apple is always costly and there are always +ve and -ve for everything.I have been using android for 10+ year and now I moved to Apple.There are lot of applications and few features which I am missing while moved to Apple. But what really impressed me is the power of its processor and capabilities.1. When Android phone comes with 6, 8, 12 GB RAM, the speed or performance is poor. At the same time with 4 GB RAM in iPhone was really powerful and mindblowing.2. When Android storage are full, the phone will response very slow. But Apple still surprised me with the performance.3. The video quality of Anroid phone gives from 48 MP is delivered from Apple's 12 MP camera, which is mesmerizing and absolutely brilliant.- The battery back up is okay, but could have improved. (As I am not using for gaming, it is okay to me)- As Apple started production in India, the price could have reduced.",https://www.amazon.in/gp/customer-reviews/R2SD8XUAFI8HF0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 21 September 2023,Colour: StarlightSize: 256 GB,B09G9BFKZN
60,POSITIVE,0.9998564720153809,0.0,0.58,0.42,0.4404,0.0057093482,0.07403109,0.9202596,0.9202596,Positive,B09G9BL5CP,India,15-04-2024,True,5,The perfect one,Good product delivered on time,https://www.amazon.in/gp/customer-reviews/R24UWL97HI2T42/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 15 April 2024,Colour: StarlightSize: 256 GB,B09G9BFKZN
61,POSITIVE,0.9998552799224854,0.0,0.0,1.0,0.4215,0.066038184,0.35445273,0.5795091,0.5795091,Positive,B09G9BL5CP,India,18-09-2024,True,4,Camera quality is not up to the mark,Nice,https://www.amazon.in/gp/customer-reviews/R2WH1HJE80OI5I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 18 September 2024,Colour: GreenSize: 128 GB,B09V4B6K53
62,NEGATIVE,0.9973188042640686,0.231,0.628,0.141,-0.7721,0.69286436,0.23382063,0.073315,0.69286436,Negative,B09G9BL5CP,India,10-09-2024,True,5,"Very happy, genuine product","Very happy with the purchase, product is genuine, but this is my third time when exchang not worked, amazon mentioned the value of old phone but delivery guy 2 times denied accepting the exchange with 2 diff phones in 2 instances. Very bad experience with exchange, not trustworthy in this.",https://www.amazon.in/gp/customer-reviews/R2HGZRBT7H0WOO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 10 September 2024,Colour: GreenSize: 128 GB,B09V4B6K53
63,POSITIVE,0.9977725148200989,0.0,0.455,0.545,0.34,0.17601086,0.66478866,0.1592004,0.66478866,Neutral,B09G9BL5CP,India,16-09-2024,True,5,Fantastic,Value for money,https://www.amazon.in/gp/customer-reviews/R1NHEJAG7G9OFV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 16 September 2024,Colour: GreenSize: 128 GB,B09V4B6K53
64,NEGATIVE,0.9924890995025635,0.524,0.476,0.0,-0.296,0.20305692,0.7204467,0.0764963,0.7204467,Neutral,B09G9BL5CP,India,21-08-2024,True,5,Explant product,No 1 Mobile phone,https://www.amazon.in/gp/customer-reviews/R1TDDYYDB9UZ5O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
65,POSITIVE,0.9695606827735901,0.0,0.764,0.236,0.6443,0.015338054,0.23643981,0.74822205,0.74822205,Positive,B09G9BL5CP,India,16-08-2024,True,5,This is a the attempt to purchase for in all i-phone family...,"although, i-phone handling is quite different in compare to android phone. But this number is comparatively easier than others.",https://www.amazon.in/gp/customer-reviews/R14GBSCQ7RL37N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 16 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
66,POSITIVE,0.9997941851615906,0.0,0.0,1.0,0.6369,0.09775567,0.45735747,0.44488683,0.45735747,Neutral,B09G9BL5CP,India,31-08-2024,True,5,Good,best,https://www.amazon.in/gp/customer-reviews/R39FOBB7H3FF5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 31 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
67,NEGATIVE,0.9938828945159912,0.0,0.885,0.115,0.4404,0.45170948,0.42737752,0.120913036,0.45170948,Negative,B09G9BL5CP,India,11-05-2024,True,4,Mobile have more heat at the time of charging,All over good price is good less than other sources but it’s have heating issues while charging device. I know apple devices have heated while charging but it’s too hot than other devices,https://www.amazon.in/gp/customer-reviews/R1P1TZGYMTX9WQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 11 May 2024,Colour: GreenSize: 128 GB,B09V4B6K53
68,POSITIVE,0.9998761415481567,0.0,0.344,0.656,0.9237,0.001487195,0.010991834,0.98752093,0.98752093,Positive,B09G9BL5CP,India,12-08-2024,True,5,Everything was very good,We received a genuine product with best deal very happy. Thanks Amazon.,https://www.amazon.in/gp/customer-reviews/R2JP296Y1VDA88/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 12 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
69,NEGATIVE,0.9582269191741943,0.0,1.0,0.0,0.0,0.4815227,0.41216594,0.10631138,0.4815227,Negative,B09G9BL5CP,India,21-08-2024,True,3,Heating,I got my iphone 13 yesterday but the exchange price was different when I received my phone and also it’s heating 😡 while charging also,https://www.amazon.in/gp/customer-reviews/R3QPS4N1HG2UKN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
70,POSITIVE,0.9957868456840515,0.0,1.0,0.0,0.0,0.03548818,0.42107975,0.543432,0.543432,Positive,B09G9BL5CP,India,12-08-2024,True,5,The best budget phone,"As expected , peak performance",https://www.amazon.in/gp/customer-reviews/R2HLSBBDITLVWE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 12 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
71,POSITIVE,0.9994809031486511,0.0,0.761,0.239,0.9097,0.002582531,0.020967077,0.9764504,0.9764504,Positive,B09G9BL5CP,India,13-09-2024,True,5,"Camera quality, performance, sound quality,optimization",I bought it on 2023 great Indian sale till now the battery health is 91% .Camera is 100 times better than any android deviceDevice is compact and handy.It’s premium feel never disappoints you.In terms of providing update apple is on the top of the listI personally recommend white colour,https://www.amazon.in/gp/customer-reviews/R2815KNZNUMHXW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 13 September 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
72,POSITIVE,0.934806764125824,0.0,1.0,0.0,0.0,0.22619702,0.67218596,0.10161701,0.67218596,Neutral,B09G9BL5CP,India,15-09-2024,True,5,Picture quality,osm pic quality,https://www.amazon.in/gp/customer-reviews/R1O27IQIBLIIDN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 15 September 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
75,POSITIVE,0.9998753070831299,0.0,0.0,1.0,0.5719,0.017828267,0.21848612,0.7636856,0.7636856,Positive,B09G9BL5CP,India,09-09-2024,True,5,awsome,happy,https://www.amazon.in/gp/customer-reviews/R1HMI9OE483LFY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 9 September 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
76,POSITIVE,0.9998219609260559,0.0,0.393,0.607,0.4754,0.0026219736,0.018528104,0.97884995,0.97884995,Positive,B09G9BL5CP,India,11-09-2024,True,5,Good product,Very nice phone,https://www.amazon.in/gp/customer-reviews/RXP1S5NX05PA0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 11 September 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
78,POSITIVE,0.9998853206634521,0.0,0.579,0.421,0.8402,0.0019598997,0.007739963,0.9903002,0.9903002,Positive,B09G9BL5CP,India,28-08-2024,True,5,Amazing phone,"Great phone , loved it and the camera quality and phone smoothness is amazing…",https://www.amazon.in/gp/customer-reviews/R2IEJFE4FN49SD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 28 August 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
80,POSITIVE,0.9757583141326904,0.0,0.769,0.231,0.8402,0.007498082,0.083324134,0.9091778,0.9091778,Positive,B09G9BL5CP,India,11-07-2024,True,4,1 star cut for heating issue,"Its 8 month and battery health is 90%To nullify heating I’ve ordered a cooler with Hit sink technology, works like refrigerator .Otherwise phone is so smooth , my storage is fullStill consistently giving great camera performance",https://www.amazon.in/gp/customer-reviews/R37L87VK6ST9UF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9D8KRQ,Reviewed in India on 11 July 2024,Colour: StarlightSize: 128 GB,B09G9D8KRQ
81,POSITIVE,0.9992971420288086,0.062,0.704,0.234,0.9946,0.0062956577,0.03506496,0.9586393,0.9586393,Positive,B09G9BL5CP,India,13-11-2023,True,5,"So Beautiful, So elegant, just looking like a wow.","I snagged the iPhone 13 during the Great Indian Festival for an unbeatable price of 45,000, and let me tell you, it's been a game-changer in every way!Screen: The display is absolutely stunning – crisp, vibrant, and the colors pop like never before. Watching videos or scrolling through photos is a treat for the eyes. No complaints here!Hanging: Zero issues with hanging or lagging. This phone handles multitasking like a champ. Switching between apps is smooth, and I haven't experienced any frustrating delays.Battery: The battery life is surprisingly impressive. I can go a full day with normal usage, and it still has juice left in the tank. No more anxiously searching for a charger midday – a definite win!Comfort: The sleek design makes it a pleasure to hold, and the phone is just the right weight. It feels premium and comfortable in my hand, making it a joy to use for extended periods.Image Quality: The camera on the iPhone 13 is a true standout. The photos are sharp, and the night mode is a game-changer for capturing memories in low light. Selfies have never looked this good!Color: I went for the classic Midnight color, and it's elegant and timeless. The finish adds a touch of sophistication, and it doesn't attract fingerprints like some other phones I've had in the past.In summary, getting the iPhone 13 during the Great Indian Festival was an absolute steal. From the incredible screen to the reliable battery life and stunning camera, it's exceeded my expectations. If you're on the fence, take the plunge – you won't be disappointed.",https://www.amazon.in/gp/customer-reviews/R2NRI2H6DQ554R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 13 November 2023,Colour: MidnightSize: 128 GB,B09G9HD6PD
82,POSITIVE,0.9996330738067627,0.03,0.741,0.229,0.9864,0.0017808276,0.009913803,0.98830533,0.98830533,Positive,B09G9BL5CP,India,27-06-2024,True,4,A Sleek and powerful device,"Here's a review for the iPhone 13 128GB in Midnight color:Title: A Sleek and Powerful Device!Rating: 5/5I'm absolutely loving my new iPhone 13 in Midnight color! The sleek design and stunning display make it a head-turner. With 128GB of storage, I have plenty of space for my favorite apps, photos, and music.The camera is incredible, capturing crisp and vibrant images even in low light. The battery life is impressive, lasting me a full day with heavy use. The A15 Bionic chip delivers lightning-fast performance, making everything from gaming to multitasking a breeze.The Midnight color is sleek and sophisticated, and the OLED display is simply gorgeous. I couldn't be happier with my purchase!Pros:- Stunning display- Excellent camera performance- Fast performance- Long battery life- Sleek designCons: None!Overall, I highly recommend the iPhone 13 128GB in Midnight color to anyone looking for a top-notch smartphone!",https://www.amazon.in/gp/customer-reviews/R3E5NLZH5Y3D74/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 27 June 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
83,POSITIVE,0.9995416402816772,0.0,0.694,0.306,0.8316,0.002056427,0.009457617,0.98848593,0.98848593,Positive,B09G9BL5CP,India,06-09-2024,True,5,Good Quality Product,I am happy to share that my personal review. iPhone is very smooth to handle. Display was too good. Camera quality is amazing.Worth it 👍,https://www.amazon.in/gp/customer-reviews/R2R5LHYWFMYAMV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 6 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
84,POSITIVE,0.9994029998779297,0.0,0.189,0.811,0.8225,0.0018958821,0.02327451,0.9748297,0.9748297,Positive,B09G9BL5CP,India,18-09-2024,True,5,Amazing,Superb deviceAnd helpful deal amazon,https://www.amazon.in/gp/customer-reviews/R28Z9IRQVNC3EF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 18 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
85,NEGATIVE,0.6970564723014832,0.0,1.0,0.0,0.0,0.0038684478,0.046727505,0.9494041,0.9494041,Positive,B09G9BL5CP,India,16-09-2024,True,5,Amazing product,💕❤️❤️,https://www.amazon.in/gp/customer-reviews/R1SXBLVC0E4LNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 16 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
86,POSITIVE,0.9997941851615906,0.0,0.0,1.0,0.6369,0.059446983,0.42256638,0.51798666,0.51798666,Positive,B09G9BL5CP,India,16-09-2024,True,5,👍,Best,https://www.amazon.in/gp/customer-reviews/R3E3RLPL0F72CR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 16 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
87,POSITIVE,0.9998294115066528,0.0,0.488,0.512,0.2732,0.011383891,0.298862,0.6897542,0.6897542,Positive,B09G9BL5CP,India,13-08-2024,True,4,Amazing,All is well,https://www.amazon.in/gp/customer-reviews/R3W3H8N8W705ET/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 13 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
88,NEGATIVE,0.9758577346801758,0.0,1.0,0.0,0.0,0.28451663,0.5157933,0.19969004,0.5157933,Neutral,B09G9BL5CP,India,07-09-2024,True,5,Nice,Mastt,https://www.amazon.in/gp/customer-reviews/R3RKDGT0VR3V40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 7 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
89,POSITIVE,0.9997941851615906,0.0,0.0,1.0,0.6369,0.059446983,0.42256638,0.51798666,0.51798666,Positive,B09G9BL5CP,India,02-09-2024,True,5,Best,Best,https://www.amazon.in/gp/customer-reviews/R3RUY3O2V29PTN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 2 September 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
90,POSITIVE,0.9985223412513733,0.0,0.709,0.291,0.7506,0.0035330837,0.02588244,0.97058445,0.97058445,Positive,B09G9BL5CP,India,11-08-2024,True,5,Awesome Product,After use of 1 week I’m write the review this is nice iPhone fast battery charging & good battery backup of 1 day’s.Thanks Amazon,https://www.amazon.in/gp/customer-reviews/R1WJACIMCW6FXQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 11 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
91,POSITIVE,0.9993721842765808,0.0,0.667,0.333,0.3612,0.0027382025,0.050656874,0.9466049,0.9466049,Positive,B09G9BL5CP,India,11-01-2023,True,5,Good product,I like the colour and battery capacity,https://www.amazon.in/gp/customer-reviews/R1H4J2KPZ9ZF0K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 11 January 2023,Colour: BlueSize: 256 GB,B09G93H3BR
92,POSITIVE,0.9997813105583191,0.0,0.196,0.804,0.6249,0.007177236,0.080467716,0.912355,0.912355,Positive,B09G9BL5CP,India,03-10-2022,True,5,Good!,Great buy,https://www.amazon.in/gp/customer-reviews/R3RJ9V53K1NKHO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 3 October 2022,Colour: BlueSize: 256 GB,B09G93H3BR
93,NEGATIVE,0.9988251328468323,0.618,0.123,0.259,-0.4449,0.94263923,0.05253275,0.0048280894,0.94263923,Negative,B09G9BL5CP,India,11-09-2022,True,5,Not good,Not good kindly ignore,https://www.amazon.in/gp/customer-reviews/R1PJD99EK3U56O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 11 September 2022,Colour: BlueSize: 256 GB,B09G93H3BR
94,POSITIVE,0.9998618364334106,0.0,0.247,0.753,0.7269,0.0030600014,0.065524355,0.9314157,0.9314157,Positive,B09G9BL5CP,India,10-06-2022,True,5,Nice,Feels good in hand,https://www.amazon.in/gp/customer-reviews/R2BOR6BML8GV9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 10 June 2022,Colour: BlueSize: 256 GB,B09G93H3BR
95,POSITIVE,0.9998455047607422,0.0,0.461,0.539,0.8469,0.001707365,0.011117153,0.9871755,0.9871755,Positive,B09G9BL5CP,India,12-02-2022,True,5,First Apple Product,First iPhone and really good experience.Camera Awesome!Battery Awesome!Overall Awesome!,https://www.amazon.in/gp/customer-reviews/R2HQ75VSN3JZPX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 12 February 2022,Colour: BlueSize: 256 GB,B09G93H3BR
